gender,age,age_o,race,race_o,same_race_i,same_religion_i,field,attractive_o_i,sincere_o_i,intelligence_o_i,funny_o_i,ambitious_o_i,shared_interests_o_i,attractive_o,sincere_o,intelligence_o,funny_o,ambitious_o,shared_interests_o,attractive_i,sincere_i,intelligence_i,funny_i,ambitious_i,shared_interests_i,attractive,sincere,intelligence,funny,ambitious,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambitious_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match
female,28,25,latino/hispanic american,european/caucasian-american,1,1,political science,27,15,28,10,10,10,6.5,8,9,10,8,4,0,25,25,25,25,0,9,9,9,9,10,4,2,5,1,8,7,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.09,6,0,1,0,0
female,28,25,latino/hispanic american,european/caucasian-american,1,1,political science,25,20,30,15,5,5,7,8,7,7,8,5,0,25,25,25,25,0,9,9,9,9,10,1,9,8,1,3,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.45,2,0,0,0,0
female,28,27,latino/hispanic american,european/caucasian-american,1,1,political science,20,20,20,15,5,20,10,8,8,8,5,5,0,25,25,25,25,0,9,9,9,9,10,4,6,8,6,6,10,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.53,4,0,0,1,0
female,28,23,latino/hispanic american,black/african american,1,1,political science,25,15,20,20,10,10,7,7,7,7,8,7,0,25,25,25,25,0,9,9,9,9,10,1,2,5,7,5,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.15,1,0,0,1,0
female,28,27,latino/hispanic american,asian/pacific islander/asian-american,1,1,political science,50,10,10,10,10,10,9,9,9,9,9,9,0,25,25,25,25,0,9,9,9,9,10,6,1,5,1,1,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.02,1,0,0,1,0
female,28,27,latino/hispanic american,european/caucasian-american,1,1,political science,25,20,25,20,10,0,7,7,,7,,,0,25,25,25,25,0,9,9,9,9,10,2,4,4,1,7,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.54,3,0,0,0,0
female,28,24,latino/hispanic american,other,1,1,political science,20,20,25,25,5,5,5,5,5,5,4,4,0,25,25,25,25,0,9,9,9,9,10,1,1,6,1,5,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.11,1,,0,1,0
female,28,22,latino/hispanic american,european/caucasian-american,1,1,political science,10,15,25,15,15,20,9,8,8,7,9,,0,25,25,25,25,0,9,9,9,9,10,4,9,3,2,4,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.11,2,0,0,0,0
female,28,22,latino/hispanic american,asian/pacific islander/asian-american,1,1,political science,35,40,5,5,7,8,7,7,7,7,6,,0,25,25,25,25,0,9,9,9,9,10,1,2,3,1,5,8,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.5,1,0,0,1,0
female,28,27,latino/hispanic american,european/caucasian-american,1,1,political science,20,20,15,25,10,10,4,6,5,8,5,5,0,25,25,25,25,0,9,9,9,9,10,1,6,5,1,6,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.34,1,0,0,0,0
female,28,28,latino/hispanic american,asian/pacific islander/asian-american,1,1,political science,20,30,10,20,0,20,7,6,6,5,7,2,0,25,25,25,25,0,9,9,9,9,10,2,6,6,7,6,3,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.09,3,0,1,0,0
female,28,34,latino/hispanic american,european/caucasian-american,1,1,political science,30,10,30,10,5,15,8,7,6,5,4,4,0,25,25,25,25,0,9,9,9,9,10,4,2,7,1,7,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.31,1,0,0,0,0
female,28,27,latino/hispanic american,asian/pacific islander/asian-american,1,1,political science,20,20,15,15,12,18,6,10,8,9,8,7,0,25,25,25,25,0,9,9,9,9,10,1,7,9,2,9,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.16,2,0,1,1,1
female,28,28,latino/hispanic american,black/african american,1,1,political science,20,18,20,17,10,15,6,10,6,6,6,5,0,25,25,25,25,0,9,9,9,9,10,8,1,8,1,8,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.11,6,,1,0,0
female,28,28,latino/hispanic american,latino/hispanic american,1,1,political science,23,18,21,18,10,10,8,8,7,8,7,8,0,25,25,25,25,0,9,9,9,9,10,2,8,8,3,8,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.47,2,0,0,1,0
female,33,29,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,30,25,18,18,4,5,1,7,8,5,7,4,25,30,10,10,5,20,8,10,9,8,7,5,6,7,6,7,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.43,5,0,0,0,0
female,33,24,asian/pacific islander/asian-american,latino/hispanic american,1,1,sociology,30,10,20,20,10,10,5,6,8,7,7,8,25,30,10,10,5,20,8,10,9,8,7,6,7,7,7,7,8,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.5,7,0,1,1,1
female,33,21,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,25,10,25,5,10,25,6,6,7,5,6,7,25,30,10,10,5,20,8,10,9,8,7,6,7,7,5,6,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.29,6,0,0,1,0
female,33,26,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,24,16,28,14,8,10,4,7,7,2,6,3,25,30,10,10,5,20,8,10,9,8,7,6,6,7,6,7,4,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.58,6,0,1,0,0
female,33,25,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,60,20,0,20,0,0,5,7,7,5,6,,25,30,10,10,5,20,8,10,9,8,7,7,7,8,8,7,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.13,8,0,1,0,0
female,33,32,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,25,15,20,25,10,5,5,7,7,5,8,3,25,30,10,10,5,20,8,10,9,8,7,5,6,6,5,7,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.68,6,0,0,0,0
female,33,25,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,27,15,28,10,10,10,4,7,7,4,6,4,25,30,10,10,5,20,8,10,9,8,7,7,6,7,7,8,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.27,7,0,1,0,0
female,33,25,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,25,20,30,15,5,5,2,7,7,3,7,2,25,30,10,10,5,20,8,10,9,8,7,5,6,7,4,5,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.49,5,0,0,0,0
female,33,27,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,20,20,20,15,5,20,3,6,8,4,5,4,25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,6,8,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.6,7,0,1,0,0
female,33,23,asian/pacific islander/asian-american,black/african american,1,1,sociology,25,15,20,20,10,10,6,6,9,6,,6,25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.41,7,0,1,0,0
female,33,27,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,sociology,50,10,10,10,10,10,3,3,3,6,6,1,25,30,10,10,5,20,8,10,9,8,7,4,8,8,5,6,4,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.29,5,0,0,0,0
female,33,27,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,25,20,25,20,10,0,2,5,,3,,,25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.75,8,0,1,0,0
female,33,24,asian/pacific islander/asian-american,other,1,1,sociology,20,20,25,25,5,5,5,5,5,4,4,4,25,30,10,10,5,20,8,10,9,8,7,6,8,8,6,7,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.01,7,0,1,1,1
female,33,22,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,10,15,25,15,15,20,6,,,,,,25,30,10,10,5,20,8,10,9,8,7,6,7,6,6,7,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.13,6,0,0,0,0
female,33,22,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,sociology,35,40,5,5,7,8,4,7,6,4,4,,25,30,10,10,5,20,8,10,9,8,7,5,5,6,5,5,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.26,5,0,0,0,0
female,33,27,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,20,20,15,25,10,10,3,6,6,4,4,5,25,30,10,10,5,20,8,10,9,8,7,5,5,6,5,6,8,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.29,6,0,1,0,0
female,33,28,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,sociology,20,30,10,20,0,20,2,3,6,2,6,2,25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,8,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.13,8,0,1,0,0
female,33,34,asian/pacific islander/asian-american,european/caucasian-american,1,1,sociology,30,10,30,10,5,15,2,5,6,5,5,4,25,30,10,10,5,20,8,10,9,8,7,6,7,7,5,7,4,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.4,5,0,0,0,0
female,33,27,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,sociology,20,20,15,15,12,18,5,9,8,7,6,6,25,30,10,10,5,20,8,10,9,8,7,4,7,7,6,8,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.09,6,0,0,1,0
female,33,28,asian/pacific islander/asian-american,black/african american,1,1,sociology,20,18,20,17,10,15,4,10,8,6,7,7,25,30,10,10,5,20,8,10,9,8,7,5,7,6,6,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.04,6,0,0,1,0
female,33,28,asian/pacific islander/asian-american,latino/hispanic american,1,1,sociology,23,18,21,18,10,10,4,6,7,6,5,8,25,30,10,10,5,20,8,10,9,8,7,5,7,6,6,6,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.38,7,0,1,0,0
female,22,29,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,30,25,18,18,4,5,8,8,9,7,8,5,25,7,25,25,8,10,8,7,8,10,8,6,6,6,2,5,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.62,4,0,0,1,0
female,22,24,european/caucasian-american,latino/hispanic american,8,3,philosophy & physics,30,10,20,20,10,10,6,7,10,6,9,3,25,7,25,25,8,10,8,7,8,10,8,4,3,3,3,4,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.33,3,0,0,0,0
female,22,21,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,25,10,25,5,10,25,5,5,6,6,5,6,25,7,25,25,8,10,8,7,8,10,8,8,7,6,5,4,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.34,4,0,0,1,0
female,22,26,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,24,16,28,14,8,10,3,8,10,3,6,4,25,7,25,25,8,10,8,7,8,10,8,8,7,6,5,5,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.49,7,0,1,0,0
female,22,25,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,60,20,0,20,0,0,6,7,7,6,,,25,7,25,25,8,10,8,7,8,10,8,9,5,8,7,5,4,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.19,8,0,1,0,0
female,22,32,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,25,15,20,25,10,5,6,6,8,7,8,3,25,7,25,25,8,10,8,7,8,10,8,4,5,5,2,5,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.74,3,0,0,0,0
female,22,25,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,27,15,28,10,10,10,6,5,8,7,8,4,25,7,25,25,8,10,8,7,8,10,8,9,8,8,6,8,4,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.39,8,0,1,0,0
female,22,25,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,25,20,30,15,5,5,3,7,8,6,6,6,25,7,25,25,8,10,8,7,8,10,8,5,5,7,3,6,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.48,5,0,0,0,0
female,22,27,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,20,20,20,15,5,20,6,5,7,6,5,5,25,7,25,25,8,10,8,7,8,10,8,6,3,4,2,4,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.52,3,0,0,1,0
female,22,23,european/caucasian-american,black/african american,8,3,philosophy & physics,25,15,20,20,10,10,7,7,7,7,7,5,25,7,25,25,8,10,8,7,8,10,8,7,6,5,7,5,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,-0.39,6,0,0,1,0
female,22,27,european/caucasian-american,asian/pacific islander/asian-american,8,3,philosophy & physics,50,10,10,10,10,10,10,10,10,10,10,10,25,7,25,25,8,10,8,7,8,10,8,6,6,6,5,5,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,-0.11,5,0,0,1,0
female,22,27,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,25,20,25,20,10,0,3,4,,4,7,,25,7,25,25,8,10,8,7,8,10,8,6,3,5,3,3,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.77,4,0,0,0,0
female,22,24,european/caucasian-american,other,8,3,philosophy & physics,20,20,25,25,5,5,8,8,8,8,8,8,25,7,25,25,8,10,8,7,8,10,8,3,5,5,3,5,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,-0.25,3,0,0,1,0
female,22,22,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,10,15,25,15,15,20,7,,9,,8,6,25,7,25,25,8,10,8,7,8,10,8,5,5,7,3,5,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.11,3,0,0,0,0
female,22,22,european/caucasian-american,asian/pacific islander/asian-american,8,3,philosophy & physics,35,40,5,5,7,8,8,8,7,8,7,9,25,7,25,25,8,10,8,7,8,10,8,5,6,6,3,3,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.29,3,0,0,1,0
female,22,27,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,20,20,15,25,10,10,5,5,7,5,5,5,25,7,25,25,8,10,8,7,8,10,8,5,9,8,6,8,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.38,3,0,0,0,0
female,22,28,european/caucasian-american,asian/pacific islander/asian-american,8,3,philosophy & physics,20,30,10,20,0,20,5,9,8,7,6,5,25,7,25,25,8,10,8,7,8,10,8,5,7,6,8,5,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.23,4,0,0,1,0
female,22,34,european/caucasian-american,european/caucasian-american,8,3,philosophy & physics,30,10,30,10,5,15,3,6,6,5,6,4,25,7,25,25,8,10,8,7,8,10,8,8,3,3,2,3,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.37,3,0,0,0,0
female,22,27,european/caucasian-american,asian/pacific islander/asian-american,8,3,philosophy & physics,20,20,15,15,12,18,6,9,8,7,7,7,25,7,25,25,8,10,8,7,8,10,8,5,7,9,8,9,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.09,7,0,0,1,0
female,22,28,european/caucasian-american,black/african american,8,3,philosophy & physics,20,18,20,17,10,15,5,10,7,4,4,4,25,7,25,25,8,10,8,7,8,10,8,8,7,5,5,7,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.16,6,0,0,0,0
female,22,28,european/caucasian-american,latino/hispanic american,8,3,philosophy & physics,23,18,21,18,10,10,6,8,8,6,5,6,25,7,25,25,8,10,8,7,8,10,8,4,4,5,5,6,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.27,3,0,0,0,0
female,26,29,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,30,25,18,18,4,5,6,5,5,8,4,8,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.19,6,0,0,0,0
female,26,24,asian/pacific islander/asian-american,latino/hispanic american,3,1,nutrition,30,10,20,20,10,10,2,4,6,4,6,4,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.28,6,0,0,0,0
female,26,21,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,25,10,25,5,10,25,5,5,6,5,5,5,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,7,6,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.3,6,0,0,1,0
female,26,26,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,24,16,28,14,8,10,7,6,5,5,4,6,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.24,6,0,0,0,0
female,26,25,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,60,20,0,20,0,0,6,6,6,4,5,,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.06,6,0,0,0,0
female,26,32,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,25,15,20,25,10,5,7,6,5,5,5,2,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,5,5,5,5,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.12,5,0,0,0,0
female,26,25,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,27,15,28,10,10,10,5,5,7,3,6,4,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.25,6,0,0,0,0
female,26,25,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,25,20,30,15,5,5,8,7,8,5,6,7,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,7,6,7,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.13,6,0,0,1,0
female,26,27,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,20,20,20,15,5,20,5,4,4,3,5,2,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,7,6,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.18,6,0,0,0,0
female,26,23,asian/pacific islander/asian-american,black/african american,3,1,nutrition,25,15,20,20,10,10,6,7,7,5,5,5,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,7,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.36,7,0,0,0,0
female,26,27,asian/pacific islander/asian-american,asian/pacific islander/asian-american,3,1,nutrition,50,10,10,10,10,10,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,6,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.16,6,0,0,1,0
female,26,27,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,25,20,25,20,10,0,7,7,,8,,,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,6,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.31,6,0,0,1,0
female,26,24,asian/pacific islander/asian-american,other,3,1,nutrition,20,20,25,25,5,5,3,3,3,3,3,3,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,5,5,5,5,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.25,5,0,0,1,0
female,26,22,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,10,15,25,15,15,20,7,,7,,8,7,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,6,7,5,7,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.5,5,0,0,0,0
female,26,22,asian/pacific islander/asian-american,asian/pacific islander/asian-american,3,1,nutrition,35,40,5,5,7,8,7,7,5,5,6,9,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,5,5,5,5,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.02,5,0,0,1,0
female,26,27,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,20,20,15,25,10,10,5,7,3,4,5,5,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.02,6,0,0,0,0
female,26,28,asian/pacific islander/asian-american,asian/pacific islander/asian-american,3,1,nutrition,20,30,10,20,0,20,7,4,7,4,7,3,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,7,6,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.3,6,0,0,0,0
female,26,34,asian/pacific islander/asian-american,european/caucasian-american,3,1,nutrition,30,10,30,10,5,15,3,6,6,4,4,5,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.38,6,0,0,0,0
female,26,27,asian/pacific islander/asian-american,asian/pacific islander/asian-american,3,1,nutrition,20,20,15,15,12,18,5,9,8,7,7,6,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,7,7,7,7,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.22,7,0,0,1,0
female,26,28,asian/pacific islander/asian-american,black/african american,3,1,nutrition,20,18,20,17,10,15,5,10,8,4,6,4,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.24,7,0,0,0,0
female,26,28,asian/pacific islander/asian-american,latino/hispanic american,3,1,nutrition,23,18,21,18,10,10,5,7,6,5,5,4,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.33,6,0,0,0,0
female,24,29,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,30,25,18,18,4,5,7,6,8,5,5,8,15,25,20,20,10,10,6,9,6,8,6,7,7,6,5,5,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.55,6,0,0,0,0
female,24,24,asian/pacific islander/asian-american,latino/hispanic american,6,5,medicine,30,10,20,20,10,10,4,8,8,5,9,,15,25,20,20,10,10,6,9,6,8,6,6,7,6,5,6,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.66,6,0,0,0,0
female,24,21,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,25,10,25,5,10,25,6,5,7,6,5,6,15,25,20,20,10,10,6,9,6,8,6,6,6,7,4,6,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.05,6,0,0,1,0
female,24,26,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,24,16,28,14,8,10,7,8,9,7,8,8,15,25,20,20,10,10,6,9,6,8,6,6,5,6,7,6,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.06,6,0,0,1,0
female,24,25,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,60,20,0,20,0,0,7,7,7,7,,,15,25,20,20,10,10,6,9,6,8,6,6,6,6,6,7,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.39,5,0,0,0,0
female,24,32,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,25,15,20,25,10,5,8,7,8,7,8,3,15,25,20,20,10,10,6,9,6,8,6,4,7,7,4,6,6,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.3,6,0,0,1,0
female,24,25,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,27,15,28,10,10,10,7,7,8,6,9,6,15,25,20,20,10,10,6,9,6,8,6,8,7,7,6,7,7,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.06,8,0,1,1,1
female,24,25,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,25,20,30,15,5,5,7,8,8,7,7,6,15,25,20,20,10,10,6,9,6,8,6,6,7,7,6,5,7,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.17,6,0,0,1,0
female,24,27,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,20,20,20,15,5,20,7,5,7,3,10,2,15,25,20,20,10,10,6,9,6,8,6,6,5,7,5,6,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.16,6,0,0,0,0
female,24,23,asian/pacific islander/asian-american,black/african american,6,5,medicine,25,15,20,20,10,10,8,7,7,7,7,7,15,25,20,20,10,10,6,9,6,8,6,6,8,6,7,6,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.32,7,0,1,1,1
female,24,27,asian/pacific islander/asian-american,asian/pacific islander/asian-american,6,5,medicine,50,10,10,10,10,10,9,9,9,9,9,9,15,25,20,20,10,10,6,9,6,8,6,5,7,6,4,5,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.58,5,0,0,1,0
female,24,27,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,25,20,25,20,10,0,7,6,,6,6,7,15,25,20,20,10,10,6,9,6,8,6,7,7,7,7,7,6,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.45,6,0,0,1,0
female,24,24,asian/pacific islander/asian-american,other,6,5,medicine,20,20,25,25,5,5,6,6,6,6,6,6,15,25,20,20,10,10,6,9,6,8,6,7,8,7,6,7,6,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.25,6,0,0,1,0
female,24,22,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,10,15,25,15,15,20,6,,7,7,,8,15,25,20,20,10,10,6,9,6,8,6,4,6,7,6,5,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.06,5,0,0,1,0
female,24,22,asian/pacific islander/asian-american,asian/pacific islander/asian-american,6,5,medicine,35,40,5,5,7,8,6,7,6,6,5,5,15,25,20,20,10,10,6,9,6,8,6,7,4,5,3,5,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.64,3,0,0,1,0
female,24,27,asian/pacific islander/asian-american,european/caucasian-american,6,5,medicine,20,20,15,25,10,10,6,6,6,6,5,5,15,25,20,20,10,10,6,9,6,8,6,6,7,7,6,5,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.22,6,0,0,1,0
