"State","AreaName","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Essential hypertension and hypertensive renal disease",1850,8.46
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Influenza and pneumonia",4609,21.04
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Suicide",1409,7.06
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Cancer",35351,166.91
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Kidney Disease",2394,11.06
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Parkinsons disease",929,4.35
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Pneumonitis due to solids and liquids",726,3.31
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Septicemia",2365,11.06
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Unintentional Injuries",4891,23.88
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"All Causes",146475,674.6
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Alzheimers disease",2396,10.51
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Homicide",840,4.35
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Stroke",5950,27.04
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Chronic liver disease and cirrhosis",1296,6.05
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"CLRD",6740,31.42
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Diabetes",3723,17.32
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Diseases of Heart",47283,213.22
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Essential hypertension and hypertensive renal disease",1912,8.65
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Influenza and pneumonia",4527,20.54
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Suicide",1417,7.01
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Cancer",35216,164.23
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Kidney Disease",2426,11.1
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Parkinsons disease",964,4.46
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Pneumonitis due to solids and liquids",702,3.15
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Septicemia",2343,10.8
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Unintentional Injuries",5004,24.19
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"All Causes",146432,665.5
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Alzheimers disease",2616,11.32
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Homicide",898,4.61
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Stroke",6213,27.91
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Chronic liver disease and cirrhosis",1434,6.58
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"CLRD",6847,31.44
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Diabetes",3642,16.65
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Diseases of Heart",44981,199.95
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Essential hypertension and hypertensive renal disease",2048,9.11
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Influenza and pneumonia",4642,20.64
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Suicide",1547,7.66
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Cancer",35431,163.14
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Kidney Disease",2439,11
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Parkinsons disease",972,4.47
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Pneumonitis due to solids and liquids",756,3.33
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Septicemia",2210,10.09
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Unintentional Injuries",5537,26.4
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"All Causes",149174,665.4
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Alzheimers disease",2563,10.82
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Homicide",830,4.25
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Stroke",6254,27.57
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Chronic liver disease and cirrhosis",1498,6.8
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"CLRD",6963,31.49
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Diabetes",3988,17.98
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Diseases of Heart",44501,193.78
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Essential hypertension and hypertensive renal disease",2069,8.97
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Influenza and pneumonia",4915,21.36
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Suicide",1658,8.15
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Cancer",35469,160.59
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Kidney Disease",2197,9.72
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Parkinsons disease",1033,4.63
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Pneumonitis due to solids and liquids",836,3.62
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Septicemia",2210,9.89
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Unintentional Injuries",5786,27.4
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"All Causes",148991,652.1
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Alzheimers disease",2640,10.93
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Homicide",730,3.74
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Stroke",6139,26.59
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Chronic liver disease and cirrhosis",1507,6.71
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"CLRD",7034,31.06
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Diabetes",4010,17.68
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Diseases of Heart",43795,186.54
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Essential hypertension and hypertensive renal disease",2001,8.55
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Influenza and pneumonia",4404,18.81
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Suicide",1708,8.26
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Cancer",35882,159.44
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Kidney Disease",2240,9.76
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Parkinsons disease",1092,4.82
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Pneumonitis due to solids and liquids",862,3.63
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Septicemia",2355,10.31
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Unintentional Injuries",5927,27.75
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"All Causes",150919,649.3
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Alzheimers disease",2556,10.42
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Homicide",686,3.47
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Stroke",6176,26.26
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Chronic liver disease and cirrhosis",1559,6.86
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"CLRD",7110,30.74
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Diabetes",4094,17.77
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Diseases of Heart",44039,184.76
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Essential hypertension and hypertensive renal disease",2269,9.51
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Influenza and pneumonia",4892,20.49
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Suicide",1687,8.12
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Cancer",35738,155.85
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Kidney Disease",2285,9.69
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Parkinsons disease",1208,5.23
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Pneumonitis due to solids and liquids",834,3.46
"NY","New York",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Septicemia",2387,10.28
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Unintentional Injuries",3290,42.14
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"All Causes",69600,933
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Alzheimers disease",1456,20.81
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Homicide",651,7.97
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Stroke",5626,77.85
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Chronic liver disease and cirrhosis",731,9.35
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"CLRD",3591,47.99
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Diabetes",2050,27.04
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Diseases of Heart",19191,260.85
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Essential hypertension and hypertensive renal disease",546,7.44
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Influenza and pneumonia",1891,26.53
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Suicide",884,11
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Cancer",15815,207.12
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Kidney Disease",1138,15.39
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Parkinsons disease",359,5
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Pneumonitis due to solids and liquids",557,7.78
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,1999,"Septicemia",1010,13.63
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Unintentional Injuries",3525,44.68
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"All Causes",71935,952.7
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Alzheimers disease",1725,24.29
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Homicide",657,7.98
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Stroke",5749,78.47
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Chronic liver disease and cirrhosis",787,9.88
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"CLRD",3699,48.92
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Diabetes",2084,27.27
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Diseases of Heart",19723,264.54
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Essential hypertension and hypertensive renal disease",621,8.38
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Influenza and pneumonia",1945,26.79
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Suicide",971,11.99
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Cancer",15786,204.23
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Kidney Disease",1315,17.6
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Parkinsons disease",406,5.59
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Pneumonitis due to solids and liquids",619,8.58
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2000,"Septicemia",1046,13.98
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Unintentional Injuries",3438,42.64
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"All Causes",70934,917.1
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Alzheimers disease",1786,24.6
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Homicide",599,7.15
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Stroke",5401,72.12
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Chronic liver disease and cirrhosis",725,8.88
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"CLRD",3514,45.57
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Diabetes",2181,27.92
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Diseases of Heart",18792,246.12
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Essential hypertension and hypertensive renal disease",627,8.28
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Influenza and pneumonia",1780,24.08
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Suicide",997,12.03
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Cancer",16065,202.74
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Kidney Disease",1332,17.4
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Parkinsons disease",401,5.39
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Pneumonitis due to solids and liquids",663,8.94
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2001,"Septicemia",1075,14
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Unintentional Injuries",3700,45.29
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"All Causes",72027,912.6
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Alzheimers disease",1962,26.61
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Homicide",644,7.61
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Stroke",5259,68.8
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Chronic liver disease and cirrhosis",735,8.76
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"CLRD",3674,46.64
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Diabetes",2205,27.59
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Diseases of Heart",18524,237.55
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Essential hypertension and hypertensive renal disease",652,8.5
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Influenza and pneumonia",1898,25.1
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Suicide",986,11.77
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Cancer",16210,199.85
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Kidney Disease",1437,18.4
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Parkinsons disease",422,5.56
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Pneumonitis due to solids and liquids",722,9.57
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2002,"Septicemia",1161,14.76
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Unintentional Injuries",3835,46.31
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"All Causes",73459,909
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Alzheimers disease",2145,28.31
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Homicide",598,7.02
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Stroke",5203,66.39
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Chronic liver disease and cirrhosis",749,8.65
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"CLRD",3887,48.21
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Diabetes",2388,29.06
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Diseases of Heart",18674,233.33
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Essential hypertension and hypertensive renal disease",702,8.91
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Influenza and pneumonia",1990,25.64
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Suicide",955,11.21
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Cancer",16145,193.87
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Kidney Disease",1387,17.33
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Parkinsons disease",458,5.89
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Pneumonitis due to solids and liquids",723,9.35
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2003,"Septicemia",1216,15.13
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Unintentional Injuries",4019,47.69
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"All Causes",72384,876.1
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Alzheimers disease",2188,28.35
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Homicide",613,7.15
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Stroke",4955,61.68
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Chronic liver disease and cirrhosis",781,8.8
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"CLRD",3625,43.89
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Diabetes",2253,26.88
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Diseases of Heart",17607,215.22
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Essential hypertension and hypertensive renal disease",734,9.09
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Influenza and pneumonia",1686,21.27
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Suicide",1027,11.93
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Cancer",16477,193.67
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Kidney Disease",1470,18
"NC","North Carolina",6582301,3122598,3459703,44356,872739,554161,198701,49561,39158,883256,659426,268818,34784,2004,"Parkinsons disease",458,5.79
